shop,pref,ward,stations,genre,genres,tabelog_score,awards,feature,source_url
麺屋けんゆう 中野新橋店,東京都,中野区,中野区・中野新橋駅,中華そば・濃厚豚骨魚介つけ麺,つけ麺/豚骨・博多/貝・魚介系/醤油・中華そば,3.26,,駅徒歩1分,https://tabelog.com/tokyo/A1319/A131903/13122251
まつおぶし,東京都,板橋区,板橋区・中板橋駅,ラーメン・つけ麺（節系）,つけ麺,3.26,,店主ワンオペ・自家製麺／駅3分・日休,https://tabelog.com/tokyo/A1322/A132203/13212609
らーめん五葉 上福岡西口駅前店,埼玉県,川越・東武東上線,川越・東武東上線・上福岡駅,豚骨醤油,豚骨・博多/醤油・中華そば,3.25,,西口1分の好立地,https://tabelog.com/saitama/A1103/A110302/11043767
飛騰ラーメン,神奈川県,横浜南西部,横浜南西部・三ツ境駅,豚骨,豚骨・博多,3.25,,南口1分、白・黒・赤の豚骨,https://tabelog.com/kanagawa/A1401/A140303/14091541
恭や 相武台店,神奈川県,県央・相模原,県央・相模原・相武台前駅,ラーメン,その他・創作,3.25,,地元の定番店、駅128m,https://tabelog.com/kanagawa/A1407/A140703/R5624/rstLst/ramen
UNDERGROUND RAMEN 頑者 ららぽーと新三郷店,埼玉県,越谷・草加・春日部,越谷・草加・春日部・三郷中央駅,ラーメン・つけ麺,つけ麺,3.24,,川越「頑者」系、特製濃厚つけめん、新三郷154m,https://tabelog.com/saitama/C11237/rstLst/ramen
麺屋 敬 京成小岩店,東京都,江戸川区,江戸川区・京成小岩駅,二郎系インスパイア,二郎・二郎系,3.23,,東村山本店派生、重すぎないスープ＋中太麺／駅2分,https://tabelog.com/tokyo/A1312/A131204/13277858
横浜家系ラーメン 黄金家 新町店,神奈川県,横浜中心部,横浜中心部,家系,家系,3.23,,黄金家3号店、国道15号沿い・駅4分,https://tabelog.com/kanagawa/A1401/A140212/14097347
万龍,埼玉県,埼玉,埼玉・本庄駅,手もみラーメン・町中華,その他・創作,3.22,,南口1〜5分、手もみ麺・餃子、深夜まで営業・月休,https://tabelog.com/saitama/A1105/A110504/11008947
麺や天鳳 東中野店,東京都,中野区,中野区・落合駅,ラーメン・つけ麺,つけ麺,3.2,,落合駅徒歩1分,https://tabelog.com/tokyo/A1319/A131901/13108607
つけ麺 らーめん おおくぼ,東京都,杉並区,杉並区・富士見ヶ丘駅,つけ麺・醤油,つけ麺/醤油・中華そば,3.2,,地域密着／駅1-2分（2店目以降は要調査）,https://tabelog.com/tokyo/A1318/A131806/R8798/rstLst/ramen
鯛そば・茶漬 磯LABO 六町店,東京都,足立区,足立区・青井駅・六町駅,鯛そば,貝・魚介系,3.2,,福岡発が2025年6月東京初出店／六町4分,https://tabelog.com/tokyo/A1324/A132404/13310395
きんぐキッチン,埼玉県,埼玉,埼玉・桶川駅,町中華・醤油/担々麺,担々麺・四川・麻婆/醤油・中華そば,3.19,,素朴な醤油ラーメン、座敷・キッズスペース、駅5分,https://tabelog.com/saitama/C11231/rstLst/ramen
がんちゃん,東京都,練馬区,練馬区・氷川台駅,町中華,その他・創作,3.19,,昔ながらの中華そば＋チャーハン／駅2分,https://tabelog.com/tokyo/A1322/A132202/R8365/rstLst/ramen
三幸軒,東京都,中野区,中野区・新井薬師前駅・鷺ノ宮駅,町中華,その他・創作,3.18,,駅至近の地元定番、あっさり中華そば（新井薬師前4分）,https://tabelog.com/tokyo/A1321/A132104/13158721
麺屋 幸虎,東京都,品川区,品川区・西大井駅,ラーメン・つけ麺,つけ麺,3.15,,駅徒歩2分,https://tabelog.com/tokyo/A1317/A131712/R7343/rstLst/ramen
丹頂,東京都,墨田区,墨田区・とうきょうスカイツリー駅 ／ 東向島駅,町中華（ラーメン）,その他・創作,3.14,,味噌ラーメンとドライカレー／小村井5分,https://tabelog.com/tokyo/A1312/A131203/13061967
Indie ラーメン,埼玉県,埼玉,埼玉・鴻巣駅,油そば・ラーメン,油そば・まぜそば・汁なし,3.13,,甘じょっぱいタレ＋鰹・フライドオニオン、駅3分,https://tabelog.com/saitama/A1104/A110401/R3865/rstLst/ramen
らぁめん屋サンジ,埼玉県,西武沿線エリア,西武沿線エリア・狭山市駅 / 新狭山駅,ラーメン・つけ麺・担々麺,つけ麺/担々麺・四川・麻婆,3.13,,駅至近、狭山市128m,https://tabelog.com/saitama/A1106/A110602/R4429/rstLst/ramen
らーめん殿,東京都,江戸川区,江戸川区・京成小岩駅,醤油・味噌,味噌/醤油・中華そば,3.1,,下町の定番、正油チャーシュー麺／駅1分,https://tabelog.com/tokyo/A1312/A131204/13135304
ラーメン こばやし,東京都,足立区,足立区・青井駅・六町駅,中華そば・つけそば,つけ麺/醤油・中華そば,3.1,,北千住の名店が2024年青井へ移転復活（食べログ新店ページ未整備）,https://ramental.net/2024/10/12/kobayashi
和風らーめん 匠 深谷駅前,埼玉県,埼玉,埼玉・深谷駅,和風（節系）,その他・創作,3.09,,駅前1分、魚介出汁の和風スープ、麺3玉まで,https://tabelog.com/saitama/A1105/A110503/11003126
鶏SOBA 新之助,埼玉県,川越・東武東上線,川越・東武東上線・鶴瀬駅 / みずほ台駅,鶏白湯・つけ麺,つけ麺/鶏白湯,3.09,,みずほ台駅1分、鶏白湯が看板,https://tabelog.com/saitama/C11235/C31690/rstLst/ramen
麺々（めんめん）,東京都,中野区,中野区・新井薬師前駅・鷺ノ宮駅,ラーメン・つけ麺,つけ麺,3.09,,中杉通り沿い、担々麺・つけ麺（鷺ノ宮2分・現金のみ）,https://tabelog.com/tokyo/A1321/A132104/13026286
横浜家系 中井家,東京都,新宿区,新宿区・中井駅,家系,家系,3.09,,駅前すぐの普段使い家系／駅45m,https://tabelog.com/tokyo/A1321/A132104/13198934
麺屋ばらお 南砂店,東京都,江東区,江東区・南砂町駅,濃厚中華そば（煮干し）,煮干し/醤油・中華そば,3.09,,駅徒歩6分、10分圏で実質中核,https://tabelog.com/tokyo/A1313/A131303/13229824
麺屋雷神,東京都,豊島区,豊島区・椎名町駅,豚骨（家系寄り）,家系/豚骨・博多,3.09,,大盛無料でボリューム／駅2分,https://tabelog.com/tokyo/A1321/A132101/13199052
自家製つけめん 狼煙 川越店,埼玉県,川越・東武東上線,川越・東武東上線・川越駅,つけ麺,つけ麺,3.08,百名店,百名店9年連続の名店が2026年3月クレアモール新規開店、川越4分,https://tabelog.com/saitama/A1103/A110303/11066465
神むら,東京都,板橋区,板橋区・高島平駅・新高島平駅・西高島平駅,背脂醤油,醤油・中華そば,3.08,,背脂ギトギト・CP抜群／新高島平125m・無休,https://tabelog.com/tokyo/A1322/A132205/13135954
横浜家系ラーメン あかね家 深谷店,埼玉県,埼玉,埼玉・深谷駅,横浜家系,家系,3.06,,中太ストレート＋豚骨醤油、海苔増しが名物、駅9分,https://tabelog.com/saitama/A1105/A110503/rstLst/ramen
竜の家,東京都,葛飾区,葛飾区・京成高砂駅,豚骨,豚骨・博多,3.05,,濃厚でコク深い豚骨／駅82m,https://tabelog.com/tokyo/A1324/A132403/R3674/rstLst/ramen
ラーメンショップ大門 福大亭,埼玉県,さいたま市,さいたま市・東浦和駅,ラーショ系,その他・創作,,,醤油豚骨・ネギラーメン、浦和美園,https://tabelog.com/saitama/A1101/A110102/11062676
宮本商店 川口新井宿店,埼玉県,川口・蕨・戸田,川口・蕨・戸田・新井宿駅 / 南鳩ヶ谷駅,横浜家系,家系,,,ドンキ内、ライス無料、新井宿1番出口5分,https://tabelog.com/saitama/A1102/A110201/11040560
中華そば 青葉 エキア志木店,埼玉県,川越・東武東上線,川越・東武東上線・志木駅,中華そば・つけ麺,つけ麺/醤油・中華そば,,,志木駅直結、中野「青葉」系の魚介醤油,https://tabelog.com/saitama/A1103/A110302/11044892
青森煮干し中華そば JIN,東京都,世田谷区,世田谷区・用賀駅,煮干し醤油,煮干し/醤油・中華そば,,,「極煮干しラーメン」／松陰神社前1分,https://retty.me/area/PRE13/ARE20/SUB2003/LND118884/LCAT5/CAT290
勝や（かつや）,東京都,世田谷区,世田谷区・用賀駅,あっさり中華そば・ワンタン麺,ワンタン麺/醤油・中華そば,,,永福町大勝軒系列、麺量たっぷり／梅ヶ丘1分,https://tabelog.com/ramen/tokyo/A1318/A131812/rank
麺や晴心（せいしん）,東京都,中野区,中野区・落合駅,手揉み中華そば（醤油・塩）,塩/醤油・中華そば,,,TRYラーメン大賞2024-25 新店三冠／2b出口1分,https://tabelog.com/tokyo/A1321/A132104/13302009
東京とんこつ 王子ラーメン,東京都,北区,北区・王子神谷駅,豚骨,豚骨・博多,,,バランス型／駅332m,https://cookpit.jp/station-ramen/station-ramen-109374
田中そば店 秋葉原店,東京都,千代田区,千代田区・秋葉原駅,醤油（喜多方系）,醤油・中華そば/ご当地・地域系,,,透き通った中華そば、平打ち中太麺,https://www.takumen.com/magazines/akihabara-must-eat-ramen
つじ田 御茶ノ水店,東京都,千代田区,千代田区・御茶ノ水駅,つけ麺（濃厚魚介豚骨）,つけ麺/豚骨・博多/貝・魚介系,,,魚介豚骨つけ麺ブームの火付け役ブランド,https://haraheri.net/article/380/ochanomizu_ramen
つじ田 味噌の章 飯田橋店,東京都,千代田区,千代田区・飯田橋駅,味噌,味噌,,,白みそベースの味噌専門,https://www.takumen.com/magazines/iidabashi-must-eat-ramen
九段 斑鳩 市ヶ谷本店,東京都,千代田区,千代田区・市ヶ谷駅,醤油（豚骨魚介）,豚骨・博多/貝・魚介系/醤油・中華そば,,,鰹で和風に締めた豚骨魚介醤油,https://cookpit.jp/en/station-ramen/station-ramen-88572
NOODLE MEISTER 源九,東京都,千代田区,千代田区・九段下駅,無化調（貝だし塩／丸鶏醤油）,貝・魚介系/塩/醤油・中華そば,,,曜日替りスープの体に優しい一杯／徒歩2分,https://cookpit.jp/station-ramen/station-ramen-91393
六厘舎 東京ラーメンストリート店,東京都,千代田区,千代田区・東京駅,つけ麺（濃厚魚介豚骨）,つけ麺/豚骨・博多/貝・魚介系,,百名店,極太麺×濃厚つけ汁、つけ麺の代名詞,https://tabelog.com/tokyo/A1302/A130201/13093047
松戸富田麺絆,東京都,千代田区,千代田区・東京駅,つけ麺・醤油,つけ麺/醤油・中華そば,,,「中華蕎麦 とみ田」東京直営,https://www.takumen.com/magazines/tokyo-must-eat-ramen
ひるがお 東京駅店,東京都,千代田区,千代田区・東京駅,塩,塩,,,「せたが屋」系の上品な塩ラーメン,https://www.takumen.com/magazines/tokyo-must-eat-ramen
銀座 篝 大手町店,東京都,千代田区,千代田区・大手町駅,鶏白湯,鶏白湯,,ビブグルマン;百名店,クリーミーで上品な鶏白湯SOBA／駅直結,https://tabelog.com/tokyo/A1302/A130201/13195336
博多麺房 赤のれん 丸の内店,東京都,千代田区,千代田区・大手町駅,豚骨（博多）,豚骨・博多,,,1946年創業の老舗、平打ち極細麺,https://retty.me/area/PRE13/ARE15/SUB1504/STAN5893/LCAT5/CAT290
由丸（よしまる） 大手町店,東京都,千代田区,千代田区・大手町駅,豚骨（博多）,豚骨・博多,,,臭みのない豚骨×極細麺／駅徒歩1分,https://www.favy.jp/topics/7036
麺屋ひょっとこ 交通会館店,東京都,千代田区,千代田区・有楽町駅,塩・醤油（和風柚子）,塩/醤油・中華そば,,百名店,鰹・昆布の和出汁に柚子、常時行列,https://tabelog.com/tokyo/A1301/A130102/13046637
AFURI 有楽町,東京都,千代田区,千代田区・有楽町駅,塩（柚子）,塩,,,黄金色の淡麗柚子塩,https://cookpit.jp/en/station-ramen/station-ramen-85022
Ramen ドゥエ Edo Japan,東京都,千代田区,千代田区・日比谷駅・内幸町駅 / 千代田区・霞ケ関駅,淡麗・創作,その他・創作,,,牛サーロインのハヤシそばが名物／パークフロントB1,https://cookpit.jp/en/station-ramen/station-ramen-112281
田中そば店 日比谷シティ店,東京都,千代田区,千代田区・日比谷駅・内幸町駅,醤油（喜多方系）,醤油・中華そば/ご当地・地域系,,,透明スープの中華そば（日比谷シティ内）,https://tabelog.com/tokyo/A1301/A130103/13315335
よかろう,東京都,千代田区,千代田区・日比谷駅・内幸町駅,担々麺,担々麺・四川・麻婆,,,胡麻香る老舗担々麺／内幸町至近,https://cookpit.jp/en/station-ramen/station-ramen-112281
麺屋 周郷（すごう）,東京都,千代田区,千代田区・霞ケ関駅,醤油・つけ麺（鶏）,つけ麺/醤油・中華そば,,,クリアで鶏のコクが効いた一杯,https://retty.me/area/PRE13/ARE18/SUB1803/STAN5896/LCAT5/CAT290
ソラノイロ ARTISAN NOODLES,東京都,千代田区,千代田区・永田町駅,ベジソバ・中華そば,醤油・中華そば,,,ベジソバで知られる人気店／徒歩6分,https://www.favy.jp/topics/32870
ジョニーとリー,東京都,千代田区,千代田区・永田町駅,鶏そば,その他・創作,,,昼ラーメン／夜焼鳥、4番出口3分,https://www.favy.jp/topics/32870
らぁ麺 はつ穂,東京都,千代田区,千代田区・半蔵門駅・麹町駅,淡麗（自家製麺）,その他・創作,,,丁寧なスープと自家製麺の上質な一杯,https://retty.me/area/PRE13/ARE18/SUB1802/STAN5992/LCAT5/CAT290
めん徳 二代目 つじ田（麹町）,東京都,千代田区,千代田区・半蔵門駅・麹町駅,つけ麺（濃厚魚介）,つけ麺/貝・魚介系,,,つじ田の創業店、とろみある魚介つけ汁,https://retty.me/area/PRE13/ARE18/SUB1802/STAN5992/LCAT5/CAT290
麺屋いまむら 半蔵門店,東京都,千代田区,千代田区・半蔵門駅・麹町駅,ラーメン,その他・創作,,,半蔵門寄りのバランス型人気店,https://retty.me/area/PRE13/ARE18/SUB1802/STAN6008/LCAT5/CAT290
博多らーめん 由丸 溜池店,東京都,千代田区,千代田区・溜池山王駅,豚骨（博多）,豚骨・博多,,,濃すぎない実用的な博多豚骨／徒歩1分,https://cookpit.jp/en/station-ramen/station-ramen-109320
赤坂 麺処 友,東京都,千代田区,千代田区・溜池山王駅,ラーメン,その他・創作,,,旨味を重ねた完成度の高い一杯,https://cookpit.jp/en/station-ramen/station-ramen-109320
六厘舎 上野店,東京都,台東区,台東区・上野駅,つけ麺（豚骨魚介）,つけ麺/豚骨・博多/貝・魚介系,,,濃厚つけ汁、アトレ上野1F・駅直結,https://tabelog.com/tokyo/A1311/A131101/13241939
ラーメン豚山 上野店,東京都,台東区,台東区・上野駅,二郎系,二郎・二郎系,,,極太麺＋トロトロ豚のガッツリ系,https://tabelog.com/tokyo/A1311/A131101/13233722
焼きあご塩らー麺 たかはし 上野店,東京都,台東区,台東区・御徒町駅,塩,塩,,,焼きあご出汁＋〆の鯛茶漬け、無休,https://tabelog.com/tokyo/A1311/A131101/13202799
むかん 戸越銀座店,東京都,品川区,品川区・戸越駅,牡蠣塩,貝・魚介系/塩,,,2025年8月開業、朝ラーも,https://tabelog.com/tokyo/A1317/A131712/13312821
中華そば つの井,東京都,大田区,大田区・雑色駅,無化調（淡麗）,その他・創作,,,瀬戸内煮干・枕崎本がつお出汁／駅1分,https://www.favy.jp/topics/4
中華そば 梟（ふくろう）,東京都,大田区,大田区・池上駅,白醤油 中華そば,醤油・中華そば,,,食べログTOP5000、蓮沼1分・火休,https://cookpit.jp/en/station-ramen/station-ramen-110854
支那そば インディアン 本店,東京都,大田区,大田区・池上駅,魚介あっさり×焦がしカレー,貝・魚介系,,,蓮沼の有名店／駅3分,https://cookpit.jp/en/station-ramen/station-ramen-110854
ラーメン晃煇（コウキ）,東京都,大田区,大田区・池上駅,バランス型,その他・創作,,,安定感と再現性が高い（池上）,https://cookpit.jp/en/station-ramen/station-ramen-110852
自家製麺 MENSHO TOKYO,東京都,文京区,文京区・後楽園駅,ラーメン・つけ麺,つけ麺,,百名店,庄野智治氏のラム×豚骨専門／後楽園6番1分,https://tabelog.com/tokyo/A1310/A131003/13171239
